filename,n_bibls,n_cits
phi2331.phi001.perseus-lat2.xml,0,0
phi2331.phi007.perseus-lat2.xml,0,0
phi2331.phi009.perseus-lat2.xml,0,0
stoa0238.stoa002.perseus-lat2.xml,0,0
stoa0238.stoa005.perseus-lat2.xml,0,0
stoa0238.stoa004.perseus-lat2.xml,0,0
stoa0238.stoa003.perseus-lat2.xml,0,0
stoa0238.stoa008.perseus-lat2.xml,0,0
stoa0238.stoa006.perseus-lat2.xml,0,0
stoa0238.stoa001.perseus-lat2.xml,0,0
stoa0238.stoa007.perseus-lat2.xml,0,0
stoa0238.stoa009.perseus-lat2.xml,0,0
phi0690.phi002.perseus-lat2.xml,0,0
phi0690.phi002.perseus-eng2.xml,0,0
phi0690.phi003.perseus-lat2.xml,0,0
phi0690.phi003.perseus-eng2.xml,0,0
phi0690.phi001.perseus-eng2.xml,0,0
phi0690.phi001.perseus-lat2.xml,0,0
phi0836.phi002.perseus-lat4.xml,0,0
phi0836.phi002.perseus-lat5.xml,0,0
phi0836.phi002.perseus-lat6.xml,3,3
phi0836.phi002.perseus-eng2.xml,0,0
phi0474.phi072.perseus-lat1.xml,0,0
phi0474.phi043.perseus-lat1.xml,118,118
phi0474.phi010.perseus-eng2.xml,2,0
phi0474.phi010.perseus-lat2.xml,0,0
phi0474.phi028.perseus-lat2.xml,0,0
phi0474.phi028.perseus-eng1.xml,3,0
phi0474.phi017.perseus-eng2.xml,0,0
phi0474.phi017.perseus-lat2.xml,0,0
phi0474.phi021.perseus-eng1.xml,1,0
phi0474.phi021.perseus-lat2.xml,0,0
phi0474.phi019.perseus-eng2.xml,1,0
phi0474.phi019.perseus-lat2.xml,0,0
phi0474.phi026.perseus-lat2.xml,0,0
phi0474.phi026.perseus-eng1.xml,0,0
phi0474.phi045.perseus-lat1.xml,0,0
phi0474.phi042.perseus-lat1.xml,0,0
phi0474.phi018.perseus-eng2.xml,0,0
phi0474.phi018.perseus-lat2.xml,0,0
phi0474.phi027.perseus-eng1.xml,1,0
phi0474.phi027.perseus-lat2.xml,0,0
phi0474.phi020.perseus-lat2.xml,0,0
phi0474.phi020.perseus-eng1.xml,3,0
phi0474.phi029.perseus-eng1.xml,0,0
phi0474.phi029.perseus-lat2.xml,0,0
phi0474.phi016.perseus-eng2.xml,0,0
phi0474.phi016.perseus-lat2.xml,0,0
phi0474.phi011.perseus-eng2.xml,0,0
phi0474.phi011.perseus-lat2.xml,0,0
phi0474.phi033.perseus-lat2.xml,0,0
phi0474.phi033.perseus-eng1.xml,0,0
phi0474.phi034.perseus-eng1.xml,0,0
